Total population,Male,Female,White alone,Black or African American alone,American Indian & Alaska Native alone,Asian alone,Native Hawaiian & Other Pacific Islander alone,Some other race alone, Two or more races,Hispanic or Latino (any race),Median household income,Per capita income,Median housing value,Gini index of income inequality,Median gross rent,Median age,Median income,Income in the past 12 months below poverty level,Income in the past 12 months at or above poverty level:,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY NATIVITY OF CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY NATIVITY OF PARENTS,Total enrolled in school,Total not enrolled in school,Total enrolled in public school,Total enrolled in private school,Males for population,"Males 12th grade, no diploma",Males Highschool diploma,Males Bachelor's degree,Females for population,"Females 12th grade, no diploma",Females Highschool diploma,Females Bachelor's degree,Total pop over 5,Speak only English,Males for population poverty,Males unemployed,Aggregate income deficit in the past 12 months,Aggregate household income in the past 12 months (in 2016 inflation-adjusted dollars),Household population,"$200,000 or more","Less than $10,000",Population for veterans,Veteran,Population for employment,"Agriculture, forestry, fishing and hunting, and mining","Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services",NAME,state,congressional district,year
779596,393904,385692,616508,27377,44895,10123,2323,30928,47442,76606,47724,24016,120000,0.4523,702,36.6,25367,82662,515396,176936,204780,544566,189738,15042,249544,4045,88225,37466,254709,3066,83062,41869,,,580656,3558,205663500,17721818900,238381,7572,17957,587171,50377,340955,25984,14730,22830,"Congressional District 3 (115th Congress), Oklahoma",40,03,2016
781940,390816,391124,595384,55355,41175,18172,395,11466,59993,66628,55183,26796,143900,0.4366,764,35.8,27785,68240,506494,171809,210411,541528,192719,17692,246533,4275,79674,38645,259901,4137,80531,46524,,,585249,3348,160054800,20073516400,230488,8557,13843,586734,66789,355233,12972,18033,28810,"Congressional District 4 (115th Congress), Oklahoma",40,04,2016
815554,397848,417706,567327,111026,38232,23328,1077,24117,50447,133694,49616,27725,146800,0.4851,775,34.7,26930,76102,478257,196497,208151,571150,179890,28261,253379,5753,67177,48088,277654,4227,71523,54220,,,610233,3743,234126000,22005746800,221692,12273,12099,604827,53540,375039,13320,22978,38706,"Congressional District 5 (115th Congress), Oklahoma",40,05,2016
728550,365455,363095,557294,24245,8183,66584,4022,30483,37739,76625,65187,32802,332300,0.4320,1148,38.2,31765,60045,486774,142183,172375,531196,149395,22980,249514,5020,59922,49088,253159,3735,62102,49837,686610,554288,578188,3574,107530000,22996241200,229674,12592,11708,569275,56382,356908,3391,20528,37819,"Congressional District 2 (115th Congress), Washington",53,02,2016
722277,357099,365178,624307,9372,6802,25449,3923,20197,32227,66931,61304,29968,264700,0.4364,991,39.8,30147,65368,552198,159985,170639,526608,151768,18871,241542,6375,66375,40618,252528,3753,65515,40941,,,568542,2671,105735000,21160971200,241033,10555,13213,551026,59204,318754,7374,19008,33524,"Congressional District 3 (115th Congress), Washington",53,03,2016
715254,359490,355764,529482,9844,20103,10542,1095,118255,25933,278938,52484,23991,182500,0.4364,788,34.0,25267,69579,453895,198374,195024,487796,177220,17804,220629,3935,61830,26059,222556,2553,56879,28460,,,523636,3575,179886100,16512018100,192389,6260,11488,508649,39974,306865,46576,9078,25475,"Congressional District 4 (115th Congress), Washington",53,04,2016
708228,353595,354633,618474,11088,12738,17939,3113,14800,30076,45533,51697,27495,198500,0.4537,819,37.4,26378,75610,522273,144379,185686,498565,156902,28784,232255,3902,59637,41448,241878,2444,54438,47553,,,544057,3480,125097700,18939872200,249316,9451,16183,552961,59026,317871,8672,19487,25393,"Congressional District 5 (115th Congress), Washington",53,05,2016
699178,349526,349652,561148,26400,15080,29391,2764,16417,47978,55737,60616,32637,263200,0.4521,1030,41.6,30545,57516,489955,131699,147750,528626,127226,20524,244668,3972,66278,45809,254947,3882,59910,49025,,,550182,3644,131666600,22089000300,239611,12321,13912,546303,81314,298399,6524,15062,26772,"Congressional District 6 (115th Congress), Washington",53,06,2016
766221,384456,381765,558071,31687,3268,93452,2619,28202,48922,62536,84579,54859,575300,0.4937,1428,36.6,44711,37170,511182,117197,166075,579083,125303,40772,282780,3295,30222,97697,284576,2536,30768,100817,731564,586291,642496,2406,69720900,41200801400,268946,44970,9722,644731,34637,456545,2474,30603,91049,"Congressional District 7 (115th Congress), Washington",53,07,2016
738218,363891,374327,577876,20682,5636,65081,4234,21167,43542,81146,79516,36598,342400,0.4334,1159,38.0,36328,42518,531281,179798,187201,521321,162313,24888,240747,5119,57976,54747,249285,4636,55434,56996,685157,560532,565973,1331,113720300,26414550300,217829,20913,8510,551692,49253,359411,9159,19457,43146,"Congressional District 8 (115th Congress), Washington",53,08,2016
739873,368455,371418,373885,80185,3728,164125,11868,52118,53964,91523,75407,40171,400800,0.4660,1347,37.3,35905,32606,336738,152005,168310,545494,140649,27661,258084,4053,51182,65175,263478,4408,47871,69189,694731,436242,592233,3419,138201200,29023725900,160945,19869,6401,579886,35376,388268,2377,22727,64371,"Congressional District 9 (115th Congress), Washington",53,09,2016
732052,366513,365539,536286,43666,9682,46924,12869,24396,58229,81658,62206,29976,256500,0.4202,1128,36.1,31969,57924,469783,165799,172688,530780,151940,20748,239573,6567,63946,44783,252096,3697,59408,48701,,,558442,4833,162766400,20989095500,213861,9424,10964,545094,79077,324870,3310,16533,29791,"Congressional District 10 (115th Congress), Washington",53,10,2016
617131,307313,309818,581788,17465,1096,5892,184,1614,9092,9120,45611,26172,119500,0.4710,682,41.4,23512,94743,469571,111576,139979,457284,126647,13332,210843,2743,84650,29281,219333,2257,82816,30952,,,491593,4883,159506600,15244678100,229686,6363,19214,496482,45527,265914,10237,10165,19438,"Congressional District 1 (115th Congress), West Virginia",54,01,2016
622850,303964,318886,569457,30779,2012,5041,220,3233,12108,11974,48358,26713,142600,0.4641,731,42.6,25843,82789,475597,125448,133249,468766,117490,15759,212443,3847,83044,26339,229010,2677,91632,29190,,,492941,3655,165150400,15987621200,227772,7302,18274,488033,47719,265124,6356,14053,22130,"Congressional District 2 (115th Congress), West Virginia",54,02,2016
591121,289636,301485,552950,21477,743,3200,0,2647,10104,5689,37728,21256,94700,0.4708,626,42.9,21243,112272,429394,112256,121653,448758,111099,10554,201712,2343,88015,22106,218416,2348,82071,24375,,,470242,5416,260306900,12213958500,224384,3217,26754,468872,44693,209475,11023,10049,14074,"Congressional District 3 (115th Congress), West Virginia",54,03,2016
715327,356288,359039,623123,38654,3649,12721,258,17393,19529,72386,61589,32083,195300,0.4444,861,40.8,31070,50344,563853,158573,173966,516088,144136,29830,239159,5322,75973,42049,251570,3074,75659,47040,,,557636,2234,133780700,22451077100,249422,12207,10250,548383,40890,356530,3772,19586,27888,"Congressional District 1 (115th Congress), Wisconsin",55,01,2016
757511,375921,381590,648982,32543,3308,32684,373,17192,22429,48974,65589,34919,226200,0.4391,922,36.6,32155,59015,575205,158013,202069,528375,177741,24328,246561,2738,60944,61963,256042,2051,57442,67599,,,596043,2043,90385600,26017310400,274324,16984,9379,593922,36221,423849,9033,30183,50004,"Congressional District 2 (115th Congress), Wisconsin",55,02,2016
721847,363127,358720,675090,8751,3778,15069,68,5963,13128,18516,52154,27175,155400,0.4239,727,38.4,26802,78813,569367,144645,186610,511642,166130,20480,238753,3938,82752,36907,236674,2446,75258,42988,,,558003,3146,100190100,19082777300,275777,7139,14316,569404,49224,365801,17355,20503,21407,"Congressional District 3 (115th Congress), Wisconsin",55,03,2016
713297,343336,369961,358739,239957,2976,30389,142,52184,28910,119866,41816,24156,131600,0.4922,814,32.8,24272,51537,295271,171925,202773,478218,148667,54106,211905,5700,64907,33169,240923,4140,67362,45286,,,536993,6448,314065400,16454998800,155405,5776,11045,531970,28725,335468,2281,17695,38303,"Congressional District 4 (115th Congress), Wisconsin",55,04,2016
722739,354958,367781,661605,14882,2456,19756,365,9183,14492,41012,68162,37330,224200,0.4532,887,41.4,35150,41151,609527,150277,175070,524919,135042,40028,246233,3398,68653,57511,261112,2688,69103,64593,,,576417,1602,59473200,26465725700,275345,18366,11522,568846,41219,385205,4245,28666,37876,"Congressional District 5 (115th Congress), Wisconsin",55,05,2016
711318,357757,353561,660137,11529,3115,17015,59,6779,12684,32171,57129,31307,160100,0.4421,716,41.8,30292,54789,586323,144547,166083,522403,136137,29946,248032,5267,87019,40473,248457,3440,87396,49224,,,557026,693,94051800,22058541000,280079,10256,11205,559749,42738,363852,8667,19719,23915,"Congressional District 6 (115th Congress), Wisconsin",55,06,2016
708541,356942,351599,661768,5448,15774,11471,162,2774,11144,16041,51738,29417,155000,0.4466,693,44.6,27455,62638,588207,145482,148551,537743,128445,20106,252104,5208,93326,36051,253088,3594,82538,42548,,,564095,2405,122424600,20367298000,282306,9052,14443,555701,51217,351259,16554,20875,21838,"Congressional District 7 (115th Congress), Wisconsin",55,07,2016
728129,364592,363537,652244,9889,17552,16147,107,14176,18014,38049,57888,30536,160500,0.4249,722,40.5,30535,47418,592193,158069,172919,529387,148842,24077,247801,4014,88145,42196,254915,3187,86130,48906,,,570848,2471,98611100,21889015600,277876,9188,10684,562502,46325,380731,9605,24037,28250,"Congressional District 8 (115th Congress), Wisconsin",55,08,2016
585501,298205,287296,538819,5970,13194,6012,420,5782,15304,56264,59882,30042,209500,0.4360,840,37.2,29223,55167,472089,132053,151204,411201,140141,11063,197874,2655,63337,32730,192920,1924,51287,35115,,,445888,3358,72769900,16899807300,210590,8307,11091,442250,47535,287583,28415,10808,21221,"Congressional District (at Large) (115th Congress), Wyoming",56,00,2016
3411307,1625567,1785740,2278731,395069,8082,5691,193,575686,147855,3365841,20078,11952,111900,0.5419,463,40.7,,927176,1332720,666351,846874,2473457,541819,305055,1093748,13424,331710,156134,1278449,11668,325813,276986,,,2779237,68735,3623125500,37778631900,807577,7382,215386,2713681,79492,1052154,15348,51170,101633,"Resident Commissioner District (at Large) (115th Congress), Puerto Rico",72,98,2016
653684,328828,324856,574575,18792,7691,17322,538,10706,24060,64232,60057,30501,169800,0.4183,824,35.9,31736,53988,504064,148635,180773,450656,148749,32024,208877,2164,55186,43149,210845,3266,54356,47280,,,492303,2187,102590600,19630231500,236996,9415,10357,493562,42546,342584,10945,22505,29770,"Congressional District 1 (116th Congress), Nebraska",31,01,2018
686297,336349,349948,591084,51171,4391,3072,677,20337,15565,44731,45387,25159,124000,0.4792,657,40.5,23867,86878,496531,141398,150943,511951,134443,16500,222955,4773,79118,23833,248509,3284,79443,27765,,,541736,2588,243568500,16330810400,226687,7231,17543,530404,39104,286219,5545,10032,18480,"Congressional District 4 (116th Congress), Alabama",01,04,2018
707741,355538,352203,389138,27739,4958,56157,1385,208277,20087,476581,55176,23568,520900,0.4521,1422,35.3,25110,61368,324545,152893,187624,496631,170030,17594,233109,9016,56510,36552,241546,7464,56838,39649,,,562910,1905,179393800,15364500500,122139,6038,7545,547228,12811,349788,2483,17087,36413,"Congressional District 29 (116th Congress), California",06,29,2018
744385,364112,380273,467721,217918,1520,11663,3137,13521,28905,50819,51829,28923,163900,0.4833,975,36.1,27172,53018,401447,160911,187985,528212,154384,33601,237931,3528,81081,34597,257000,4331,72966,40757,,,554954,2281,221384000,20375824900,183982,11687,11630,555608,60356,333465,4116,16278,30802,"Congressional District 1 (116th Congress), Georgia",13,01,2018
722873,354741,368132,620751,67813,2420,4977,91,10493,16328,84580,50044,24372,143900,0.4380,748,38.7,26390,82689,526718,159642,172752,525729,153794,18958,232210,4860,84767,27572,250016,3412,84858,29679,,,559034,1332,198943300,16841982100,227084,7066,14210,547913,33641,326008,3084,17101,23304,"Congressional District 14 (116th Congress), Georgia",13,14,2018
771096,382432,388664,572967,32434,2247,58988,198,78451,25811,150515,77480,38588,363700,0.4638,1201,39.2,35321,47305,513807,165353,190644,553619,159883,30761,255922,3512,71152,55215,267895,4219,59927,58880,725894,517833,605062,2955,124871800,28989625000,221203,26899,9046,597996,27841,395716,782,22766,54722,"Congressional District 3 (116th Congress), Massachusetts",25,03,2018
789634,393211,396423,683722,36840,1594,36877,136,3733,26732,20689,76690,39042,230800,0.4553,955,38.7,35578,55737,613369,173866,195985,566019,161393,34592,263327,3396,71200,67928,276730,2220,71016,77146,,,608391,2951,106728000,29775289100,261834,27354,11151,606751,45654,395819,3177,43691,47543,"Congressional District 12 (116th Congress), Ohio",39,12,2018
733764,364458,369306,574519,25247,2619,10354,1246,95537,24242,595345,45430,22755,131000,0.4900,805,32.5,22404,111848,452817,185330,220925,481344,205781,15144,219280,5735,49460,35733,234146,5790,50066,39920,,,536884,3548,268640700,15306257200,190220,6029,17405,522680,44991,312790,3850,14978,32309,"Congressional District 16 (116th Congress), Texas",48,16,2018
725634,359028,366606,539903,130913,3123,12215,160,19959,19361,38726,57174,31702,167300,0.4658,766,39.5,29419,50380,481658,149081,176921,524691,151189,25732,242193,3555,65762,53511,260509,3442,69255,55016,,,570712,2803,166117700,22597094400,220164,12807,10070,566383,55771,335078,2580,12735,51111,"Congressional District 5 (116th Congress), Alabama",01,05,2018
767352,376255,391097,515879,200069,1096,16337,237,17677,16057,46502,59229,27963,189500,0.4549,838,37.2,28151,52320,447662,169427,213376,531728,189890,23486,239469,3992,80299,36124,259118,4982,77505,42981,,,583232,1804,197919900,20841472400,187375,10776,10329,586884,41955,352987,6486,17245,36926,"Congressional District 10 (116th Congress), Georgia",13,10,2018
737972,367608,370364,677504,33123,3020,6108,148,1713,16356,13232,41997,23108,120800,0.4695,652,41.3,22377,115068,540308,150892,167569,546510,146349,21220,248383,3793,102897,25216,259950,3396,93745,29565,,,569856,3436,235673200,16510285400,265891,5413,22874,572697,53973,305530,13441,14839,18266,"Congressional District 8 (116th Congress), Missouri",29,08,2018
744805,359454,385351,605871,30778,621,77937,266,12989,16343,91285,118955,59607,457700,0.4615,1652,42.6,51631,26521,570174,155966,180799,540692,136975,43824,251303,2439,48685,81174,275113,2711,56336,90308,704567,531704,591691,1251,75205900,43854951900,231073,56639,5477,586708,27747,393530,694,39774,67503,"Congressional District 11 (116th Congress), New Jersey",34,11,2018
734712,355233,379479,626756,71218,1183,14023,1326,2967,17239,15103,59617,33951,160300,0.4846,806,39.3,31352,74516,544315,159687,170120,539327,136775,33345,241956,3582,80768,48073,267503,3043,78484,53146,,,578517,2606,190921200,24432942800,257474,17121,17604,567330,39600,360434,2346,26917,41346,"Congressional District 2 (116th Congress), Ohio",39,02,2018
706811,353841,352970,644695,28719,1947,7418,86,5080,18866,31975,60727,31644,164800,0.4412,827,42.0,30649,60957,568161,142901,159731,525332,134693,25038,245263,3592,82705,37104,250962,3114,75215,45195,,,553276,3112,130151900,22107595500,262280,11497,10876,555117,42680,323142,4247,13483,25207,"Congressional District 7 (116th Congress), Michigan",26,07,2018
772716,375109,397607,550198,158359,2592,14553,588,29388,17038,78637,51377,29240,150800,0.4724,771,41.0,28258,61172,481352,161166,178638,566438,148273,30365,251046,4581,74048,38411,283123,3154,78719,51779,,,609077,2578,223978600,21801924100,223554,12648,11487,601696,44632,358524,5034,21298,32217,"Congressional District 6 (116th Congress), North Carolina",37,06,2018
740979,364833,376146,528785,153148,1049,27695,0,6680,23622,26112,61397,34780,173700,0.4826,805,37.4,32686,47132,466545,164335,191454,518964,151739,39715,239706,3375,68481,52795,257161,4111,70108,53627,,,565976,2167,203214300,25176239600,212441,19378,9767,566335,37766,366981,892,26253,46194,"Congressional District 1 (116th Congress), Ohio",39,01,2018
812385,395800,416585,563699,155347,1925,40821,448,18065,32080,60656,78060,37564,272000,0.4367,1202,39.3,36827,35090,522480,179961,192963,588480,159791,33172,263167,4456,64753,63741,291446,3754,69037,73187,,,634013,1472,112722800,29809133900,218504,22575,7302,621051,52027,407212,4392,39452,50236,"Congressional District 7 (116th Congress), Virginia",51,07,2018
724622,359868,364754,561702,122626,2554,2796,171,7266,27507,24769,41553,22531,105900,0.4610,665,39.5,22946,82180,460174,151861,166546,532430,152284,14262,242077,3940,100958,23108,255091,3789,89825,32383,,,549284,3768,239710900,15902702000,226031,5021,16347,556585,46513,294461,15471,11724,16728,"Congressional District 1 (116th Congress), Arkansas",05,01,2018
762290,372843,389447,419654,65509,4286,115716,3689,101498,51938,203319,96950,50615,716900,0.4876,1782,40.0,40981,27384,387792,155598,185063,550083,155513,29550,257713,5631,43274,67861,280708,4573,43700,80858,720230,451888,612484,2830,135025200,37303874700,167052,41471,4581,599654,26842,388418,1545,30252,65370,"Congressional District 11 (116th Congress), California",06,11,2018
695797,334753,361044,218531,465342,2068,1403,115,3769,4569,12593,36899,20285,90600,0.4815,694,37.3,21304,25231,183250,153634,192303,480717,164997,27306,212009,4703,71554,23777,242753,3971,67229,35120,,,518162,4249,362340600,13232429600,84937,3225,5416,526827,26823,263410,7420,10967,16475,"Congressional District 2 (116th Congress), Mississippi",28,02,2018
896798,446389,450409,635232,96895,6400,56253,255,71815,29948,256821,80204,37573,267800,0.4401,1198,35.9,37771,48416,579606,217480,241025,620910,208469,32556,291724,4791,59461,79007,304479,4049,64364,81978,,,682860,1730,156180600,32457754400,236595,29791,7238,671034,38336,453271,12396,31279,66066,"Congressional District 10 (116th Congress), Texas",48,10,2018
731513,365247,366266,572343,21682,3291,58447,2834,34788,38128,183459,94960,48026,742800,0.4786,1915,39.5,37204,42741,515529,156571,181481,524279,152526,28955,241894,4473,42160,64763,261290,4881,40072,70899,,,563638,1289,114443700,33797871500,211469,38897,6775,547033,45127,348294,3405,24944,57611,"Congressional District 49 (116th Congress), California",06,49,2018
781896,380007,401889,641307,82045,2596,14167,120,28067,13594,104987,51745,29753,203500,0.4640,1040,47.6,27775,70558,562001,133754,158046,602886,128594,29452,277627,5481,92141,44647,306221,4235,91306,49434,,,649937,3409,152657700,22102860100,262374,12042,16186,641333,72331,334566,3092,25118,36946,"Congressional District 6 (116th Congress), Florida",12,06,2018
749110,361301,387809,525539,167681,1894,22504,27,12743,18722,43817,54956,32196,176500,0.4845,871,38.3,30393,52319,462066,152280,172637,547803,132798,39839,243803,4297,64651,50703,274544,5573,70288,52786,,,588864,3351,230251700,23466129700,221142,15035,10534,583272,41861,372958,826,28643,43729,"Congressional District 3 (116th Congress), Kentucky",21,03,2018
742905,363096,379809,588304,83511,745,26661,603,20144,22937,66367,80451,41273,268000,0.4474,1368,43.0,38267,29989,550918,148781,169375,551373,140837,28538,253658,4805,75613,55187,276399,4847,81906,64438,,,588186,1136,85108600,30213067700,235258,25774,7296,582457,44833,364452,941,25817,38618,"Congressional District 3 (116th Congress), New Jersey",34,03,2018
765382,376643,388739,453260,74660,1710,102269,536,112714,20233,295861,73375,36508,385500,0.4833,1333,38.6,35761,58309,393109,164371,182482,552376,155169,27313,253120,3797,78959,56894,278143,4075,81215,66219,718057,316040,612609,1877,218273700,27506639000,170309,22663,8227,595366,14638,384265,451,28009,42578,"Congressional District 9 (116th Congress), New Jersey",34,09,2018
725555,352392,373163,562287,125469,3590,9682,874,9216,14437,132292,51374,25803,143400,0.4737,831,37.0,25507,78996,465305,165709,186979,513469,169678,17301,222389,4347,72503,28412,247604,4377,67044,37843,,,544427,1846,230616400,17718144900,197485,8950,13585,547419,40396,309938,17433,13843,25551,"Congressional District 1 (116th Congress), Texas",48,01,2018
736481,354186,382295,626384,51375,1622,15458,189,21554,19899,138855,57381,31443,231000,0.4640,900,41.0,30452,74087,531694,144036,179656,534298,145351,34305,238644,5416,77162,41547,270109,4165,72463,52475,,,582188,1991,174237500,22297866800,255275,14182,18507,585125,42469,350075,2212,21464,30041,"Congressional District 1 (116th Congress), Massachusetts",25,01,2018
718726,357046,361680,616452,41995,1644,32067,148,10209,16211,114404,97149,43984,398400,0.4383,1759,42.3,42284,37531,571509,145830,178237,518018,153361,24876,244831,4441,64366,50783,257208,3603,74289,51060,,,571044,1360,94832000,30449285000,225743,34919,7545,566388,30250,349678,2170,22611,40933,"Congressional District 1 (116th Congress), New York",36,01,2018
718076,343257,374819,460206,182343,1967,49895,0,5531,18134,33639,67326,38910,242700,0.5076,1041,38.1,34035,29143,414757,152835,189902,503522,127082,62820,228123,4127,69537,48482,260692,4602,76033,54978,675628,575413,552561,2529,140913200,27153721400,178177,25575,6638,558342,30635,349004,647,28475,43960,"Congressional District 5 (116th Congress), Pennsylvania",42,05,2018
793513,391197,402316,615999,102109,3110,42096,373,11538,18288,210482,53946,26886,191800,0.4605,1015,32.3,27082,94438,497529,174495,245579,514759,211536,34043,233417,3432,64732,43953,254524,4373,58735,51731,,,597614,3241,229369500,20383311900,227364,10340,18494,606389,38464,368755,10066,20848,37965,"Congressional District 17 (116th Congress), Texas",48,17,2018
862308,431724,430584,592714,57551,1581,138104,682,27634,44042,117246,127220,55237,505300,0.4329,1655,38.4,51922,23373,564539,219779,241449,589017,197909,43540,279410,2144,45830,80168,289558,4007,43123,93449,806561,581856,656719,589,50049200,46637875500,211724,58665,2711,632179,53324,457913,2733,28228,124296,"Congressional District 10 (116th Congress), Virginia",51,10,2018
770392,388546,381846,504227,19319,180970,11798,1188,24250,28640,177124,55444,24913,194100,0.4466,971,38.4,26292,58394,422648,164968,196421,548306,178077,18344,255339,6074,73880,37309,254298,4684,60472,36981,,,576765,4081,293357900,18446219400,191475,8308,10444,591765,53266,283024,10244,14041,23888,"Congressional District 1 (116th Congress), Arizona",04,01,2018
746155,359679,386476,444887,272635,7793,8992,509,4314,7025,15224,46700,26365,132700,0.5036,828,37.5,24804,47257,385322,162002,194963,526443,164522,30441,231995,5511,70142,34726,265660,2714,69745,47203,,,565776,4158,282607100,18955590300,174853,11262,12576,571164,35982,316785,8738,17208,23082,"Congressional District 3 (116th Congress), Mississippi",28,03,2018
797935,394779,403156,525543,180732,8295,21862,3111,26740,31652,88667,52713,28261,166500,0.4536,896,36.8,28094,55315,455908,178384,204628,561859,171028,33600,250614,3792,73837,42579,279549,3802,69064,52501,,,587508,2609,218292100,21488647200,205889,11100,9668,575570,70519,343971,5095,19544,31177,"Congressional District 8 (116th Congress), North Carolina",37,08,2018
822465,401550,420915,563428,109854,36641,26537,759,33895,51351,140253,51422,30569,153900,0.5008,861,35.0,28374,74692,475910,198728,215889,569900,184011,31878,256509,4848,66849,50322,280858,4438,70856,54972,,,616534,3603,293678200,23998467500,225542,15935,11988,609846,50560,393362,13026,24996,43575,"Congressional District 5 (116th Congress), Oklahoma",40,05,2018
814998,403336,411662,708868,5543,10607,21313,1621,24402,42644,66962,52501,28529,268900,0.4457,973,41.2,25832,111516,582846,137960,192806,598662,170563,22243,277728,6459,75072,45197,293381,5662,68854,50236,,,668484,4148,198736300,22842583600,297762,10925,17472,662679,71292,360508,13523,14863,34091,"Congressional District 4 (116th Congress), Oregon",41,04,2018
835273,415318,419955,614542,81416,7607,51858,1486,38133,40231,177001,82450,40060,409300,0.4397,1412,37.0,38110,28994,580301,200768,214922,591209,187140,27782,273436,4628,59609,71891,287944,3844,60869,78528,783437,602379,646851,1222,104018500,32057869400,232689,28970,6208,627760,47434,452223,5694,40074,61909,"Congressional District 6 (116th Congress), Colorado",08,06,2018
785042,378173,406869,601527,120536,2249,22923,441,19391,17975,198016,60316,37797,281800,0.5173,1355,45.9,29140,54374,543022,137471,165527,600192,137718,27809,276034,4999,70050,60929,307553,5538,76666,68151,,,657337,2287,146581500,27578699500,246171,22541,12837,641330,43034,371002,3527,26512,62182,"Congressional District 21 (116th Congress), Florida",12,21,2018
753363,375200,378163,575793,111541,1591,22493,446,21940,19559,165952,64211,43812,332300,0.5218,1445,45.7,34473,47341,522922,129506,154048,574982,108620,45428,282745,5928,65688,68258,287646,5618,75374,72377,,,626447,2563,109782000,31365305000,253104,30520,14359,617508,37402,373836,636,32956,66949,"Congressional District 22 (116th Congress), Florida",12,22,2018
820086,396239,423847,413896,198972,4105,88517,772,57732,56092,186622,70019,38735,528500,0.5123,1656,31.7,31819,50029,329644,129424,243083,551746,125987,117096,264938,6533,51259,68579,289880,5235,53040,70611,776873,451496,649269,4989,205093300,30267377400,168572,24463,10602,683222,15150,452855,439,32710,76117,"Congressional District 7 (116th Congress), Massachusetts",25,07,2018
722529,349913,372616,567734,69955,2447,37561,1054,12644,31134,49509,67253,36143,217800,0.4468,991,38.9,34743,44868,502003,134073,179784,519926,137477,42307,233550,3713,54518,48505,257727,2963,66491,50887,685119,608396,569581,2095,123096900,25170467900,238375,17228,10524,579217,38297,362621,1294,25119,40907,"Congressional District 20 (116th Congress), New York",36,20,2018
719864,355096,364768,662093,21642,1071,15917,45,3737,15359,16943,68706,35785,174700,0.4254,873,43.1,34669,42550,608608,147525,163059,534736,129715,33344,248023,2629,71892,57895,264929,2885,79200,56018,,,574462,966,73932500,25422798100,269707,17295,9130,564916,44107,364402,3839,25187,36503,"Congressional District 16 (116th Congress), Ohio",39,16,2018
804816,392405,412411,516702,173170,5190,40475,785,35065,33429,184231,71756,32115,197700,0.4254,1143,35.4,33368,40558,471356,197182,220587,552504,196925,23662,247289,4429,63638,46748,272343,4163,66107,57337,,,613342,859,167382800,24816098400,183083,12589,6480,596040,46716,417040,4995,32573,40487,"Congressional District 6 (116th Congress), Texas",48,06,2018
786925,390386,396539,265656,298391,2319,93502,227,112833,13997,307972,48100,22438,150700,0.4452,1010,33.1,26230,44364,219653,188877,227821,527697,211083,16738,240061,6658,67354,29835,262664,7217,74154,44897,,,609181,3234,344548400,16537528000,86503,3146,5227,587188,18487,383206,4167,18656,45630,"Congressional District 9 (116th Congress), Texas",48,09,2018
750295,375370,374925,474238,16550,2638,180901,677,38312,36979,123135,141661,75755,1569800,0.5045,2248,40.0,60857,29595,436466,161262,200240,527136,142289,57951,258551,2669,27184,78825,270104,2688,28413,86475,710758,439835,590556,974,57687000,55507474100,185456,64341,5912,584742,23107,387894,1590,19591,87376,"Congressional District 18 (116th Congress), California",06,18,2018
756447,361211,395236,533202,110474,3817,35644,710,43865,28735,299664,64119,36284,327400,0.5026,1516,41.4,31613,57197,473653,157305,193374,536968,147367,46007,247921,5627,58553,58068,285333,5219,62989,68283,,,611756,1324,142629100,25937288700,207683,21722,16839,593575,27061,371553,2092,31541,55707,"Congressional District 23 (116th Congress), Florida",12,23,2018
754299,378191,376108,518775,98130,7170,96303,356,11749,21816,93027,97290,52479,401400,0.4625,1360,39.1,47245,25238,491965,174623,190102,538782,151732,38370,258596,1408,27806,98759,266214,2245,34589,103637,711848,523471,594971,1293,64124300,38859093100,203694,47778,3875,574043,29171,412835,842,42181,94016,"Congressional District 6 (116th Congress), Georgia",13,06,2018
679926,336379,343547,553346,80141,1776,10393,245,11838,22187,60034,47853,26333,100500,0.4445,699,40.4,26745,71473,465854,140994,157201,500680,128986,28215,227368,4803,85050,28073,240499,4027,76822,33221,,,525541,4220,234042100,17482748700,238954,5208,14853,529300,41023,307434,7892,14716,20807,"Congressional District 17 (116th Congress), Illinois",17,17,2018
716136,338992,377144,251762,374252,1811,52833,4539,8977,21962,34379,60729,36025,273200,0.5039,1145,38.5,32179,15542,227376,140633,185725,508529,148185,37540,227526,4178,60565,49911,268764,5281,62524,53586,674524,582118,561192,2819,160253400,24775984300,102074,20535,3556,563342,35787,338538,1746,18239,51943,"Congressional District 7 (116th Congress), Maryland",24,07,2018
721736,356681,365055,607696,58328,3136,11341,573,11033,29629,46202,55442,29688,156700,0.4505,767,38.9,28620,68591,527564,149840,182712,515588,156069,26643,233401,4496,70562,40808,247838,2799,67023,46437,,,567232,4010,173798800,21067119900,248327,10435,11930,559449,39088,350053,5456,18099,25057,"Congressional District 6 (116th Congress), Michigan",26,06,2018
780002,387329,392673,702748,33495,3588,9883,348,6153,23787,31814,61209,30730,168600,0.4400,811,38.6,31034,64793,615298,178198,194974,556585,166748,28226,257228,3277,91840,47536,267861,3066,79350,52740,,,588727,1295,110184300,23040611200,267894,13909,11312,591873,50252,370825,10974,21461,33218,"Congressional District 6 (116th Congress), Missouri",29,06,2018
